site1_url,site1_written_by,site1_reviewed_by,site2_url,site2_written_by,site2_reviewed_by
https://blog.thelowdown.com/blog/tag/the-pill/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/the-pill/page/2,"



Does alcohol affect the pill?
",N/A
https://blog.thelowdown.com/blog/tag/mycrogynon,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/mycrogynon,"



My contraceptive experience: Rigevidon vs Microgynon
",N/A
https://blog.thelowdown.com/blog/tag/personal-story/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/personal-story/page/2,N/A,N/A
https://blog.thelowdown.com/#vaccine,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#contraception,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/jess-catchpole,N/A,N/A,http://localhost/thelowdown/wp/blog/jess-catchpole,"

 

Okorite Ephraim


 
",N/A
https://blog.thelowdown.com/#ivf,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/maddie-braidwood/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/maddie-braidwood/page/2,N/A,N/A
https://blog.thelowdown.com/blog/tag/jessica-frost,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/jessica-frost,N/A,N/A
https://blog.thelowdown.com/blog/tag/cervical-screening,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/cervical-screening,"



What you always wanted to know about cervical screening, but didn’t know how to ask
",N/A
https://blog.thelowdown.com/blog/helen-walker,N/A,N/A,http://localhost/thelowdown/wp/blog/helen-walker,"



Signs your HRT is not working for you
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/blog/tag/okorite-ephraim,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/okorite-ephraim,N/A,N/A
https://blog.thelowdown.com/author/lucy-rowett,N/A,N/A,http://localhost/thelowdown/wp/author/lucy-rowett,"



12 signs he doesn’t want you sexually – and what to do about it
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/blog/tag/pcos/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/pcos/,"



Metformin for PCOS
",N/A
https://blog.thelowdown.com/blog/what-does-endometriosis-feel-like#respond,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/what-does-endometriosis-feel-like,Dr Fran Yarlett,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/sustainable,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/sustainable,"



The top 10 eco-friendly period products: as chosen by you!
",Privacy & Cookie policy
https://blog.thelowdown.com/#other,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#reasons,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/abortion,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/abortion,"



I’m pregnant! Now what? What to do when your contraception fails
",N/A
https://blog.thelowdown.com/blog/tag/combined-pill/page/3,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/combined-pill/page/3,"



Best contraception for PCOS – The Lowdown guide
",N/A
https://blog.thelowdown.com/#worked,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/switching,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/switching,"



How to switch your contraceptive
",N/A
https://blog.thelowdown.com/blog/tag/laura-keyes/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/laura-keyes/,N/A,N/A
https://blog.thelowdown.com/#book,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#less-effective,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/periods/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/periods/,"



Periods on the pill – are they real or fake?
",N/A
https://blog.thelowdown.com/blog/tag/maddie-braidwood/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/maddie-braidwood/,N/A,N/A
https://blog.thelowdown.com/#bc,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/relationship,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/relationship,Skip to content,"



My contraceptive journey: How the wrong pill affected everything
"
https://blog.thelowdown.com/blog/tag/georgia-gallant/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/georgia-gallant/page/2,N/A,N/A
https://blog.thelowdown.com/blog/tag/the-lowdown/page/4,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/the-lowdown/page/4,N/A,N/A
https://blog.thelowdown.com/blog/tag/endometriosis/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/endometriosis/page/2,"



My journey with endo, contraceptives and hormonal symptom suppression
",N/A
https://blog.thelowdown.com/author/dani-conlon,N/A,N/A,http://localhost/thelowdown/wp/author/dani-conlon,"



GyneFix: Everything you need to know
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/blog/tag/iud/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/iud/,"



IUD brands
",N/A
https://blog.thelowdown.com/blog/tag/combined-pill/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/combined-pill/,"



Can you use Microgynon as emergency contraception?
",N/A
https://blog.thelowdown.com/blog/jessica-frost,N/A,N/A,http://localhost/thelowdown/wp/blog/jessica-frost,"



Tips from a doctor: How to increase your fertility
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/blog/tag/the-pill/page/3,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/the-pill/page/3,"



Hirsutism: how contraception can help with excess hair growth
",N/A
https://blog.thelowdown.com/blog/tag/contraception/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/contraception/,"



Condom 101: How to use condoms correctly
","



Does Microgynon stop or delay your period?
"
https://blog.thelowdown.com/blog/endometriosis-pain-relief,Okorite Ephraim,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/endometriosis-pain-relief,Okorite Ephraim,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/the-pill/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/the-pill/,"



What happens if I miss a Cerelle pill?
",N/A
https://blog.thelowdown.com/blog/tag/vaginal-health,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/vaginal-health,"



Is cotton really that good for your vagina? In short, yes.
",N/A
https://blog.thelowdown.com/blog/tag/contraception/page/3,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/contraception/page/3,"



So you want to talk about… the vaginal ring
",N/A
https://blog.thelowdown.com/blog/tag/side-effects/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/side-effects/,"



The most common side effects of contraception
",N/A
https://blog.thelowdown.com/blog/tag/maddie-braidwood/page/3,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/maddie-braidwood/page/3,N/A,N/A
https://blog.thelowdown.com/blog/tag/personal-story/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/personal-story/,"



My contraceptive experience: Living with Crohn’s and my Mirena coil
",N/A
https://blog.thelowdown.com/blog/tag/georgia-gallant/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/georgia-gallant/,N/A,N/A
https://blog.thelowdown.com/author/georgia-gallant,N/A,N/A,http://localhost/thelowdown/wp/author/georgia-gallant,"



What you always wanted to know about cervical screening, but didn’t know how to ask
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/blog/cerelle-endometriosis,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/cerelle-endometriosis,Dr Fran Yarlett,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/the-pill/page/4,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/the-pill/page/4,"



Is Microgynon the right pill for you?
",N/A
https://blog.thelowdown.com/blog/tag/endometriosis/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/endometriosis/,"



Fibroids vs endometriosis: what’s the difference?
","



Endometriosis fatigue is a real thing
"
https://blog.thelowdown.com/blog/tag/contraception/page/4,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/contraception/page/4,N/A,N/A
https://blog.thelowdown.com/blog/tag/the-pill/page/5,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/the-pill/page/5,N/A,N/A
